m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z
71.9261,101.1712
72.0149,100.8986
72.1047,100.6263
72.1957,100.3542
72.2878,100.0824
72.3810,99.8107
72.4753,99.5393
72.5707,99.2681
72.6433,99.0956
72.6899,98.9672
72.7035,98.9755
72.6734,98.8851
72.6990,98.9066
72.7310,98.9006
72.7262,98.9898
72.7050,99.1064
72.6740,99.2132
72.6282,99.4102
72.5847,99.5313
72.5580,99.5912
72.5832,99.5995
72.6652,99.5887
72.7654,99.4148
72.8843,99.1848
72.9677,99.0032
73.0081,98.8721
73.0348,98.7626
73.0481,98.7449
73.0734,98.7321
73.0958,98.7899
73.0522,98.8224
73.0152,99.0658
72.9940,99.1808
72.9850,99.1198
72.9448,98.9492
72.9161,98.8164
72.8951,98.7774
73.0051,98.7185
73.1156,98.6569
73.1367,98.6380
73.1323,98.5662
73.1076,98.4682
73.0772,98.4404
73.0547,98.4780
73.0365,98.5891
73.0383,98.6925
73.0767,98.7080
73.1019,98.5891
73.1321,98.4969
73.1668,98.4301
73.2205,98.3660
73.2351,98.3485
73.2113,98.4159
73.1749,98.5455
73.1914,98.5686
73.1719,98.6345
73.1031,98.6746
73.0843,98.6027
73.0455,98.5816
73.0267,98.6076
72.9951,98.6340
72.8959,98.6909
72.7909,98.7011
72.7190,98.7458
72.8805,98.8024
73.0429,98.8534
73.0184,98.8346
72.9672,98.8085
73.0266,98.7327
73.0928,98.6493
73.0990,98.6317
73.1065,98.6075
73.1380,98.5414
72.7833,98.5719
72.7371,98.6368
72.7856,98.6616
72.9434,98.6493
73.1823,98.5638
73.4597,98.3911
73.7670,97.9511
74.0819,97.5038
74.6528,96.7870
75.4058,95.8041
76.2978,94.5599
77.0454,93.2508
77.5293,92.3751
77.5938,92.0101
77.3996,92.0787
77.2699,92.0521
77.5193,90.9534
78.5478,88.3759
80.3304,84.5081
82.9540,79.5334
86.2915,74.1883
89.7119,69.2502
93.2050,64.8140
96.7616,60.9905
100.3734,57.9015
104.0331,55.6686
107.7340,54.3954
111.4703,54.1468
115.2367,54.9328
119.0282,56.7058
122.8405,59.3718
125.5993,61.7130
127.5130,63.4769
128.8614,64.7904
129.7569,65.6657
130.3889,66.3169
130.8427,66.8230
131.0913,67.1933
131.0232,67.3905
130.6594,67.4092
129.7452,67.0418
128.2597,66.1561
126.0573,64.5859
123.0657,62.2527
119.4806,59.4557
115.3057,56.6910
111.0573,54.7535
107.6421,53.9614
105.3952,53.8376
104.0515,53.9439
103.2274,54.0664
102.7417,54.1141
102.4178,54.1476
102.2644,54.1910
102.1940,54.1859
102.1765,54.1686
102.2260,54.1639
102.2653,54.1434
102.3645,54.1472
102.4502,54.1667
102.5380,54.1961
102.5958,54.2033
102.6440,54.2385
102.6641,54.2709
102.6932,54.3288
102.7295,54.3668
102.7372,54.3939
102.6908,54.4503
102.6745,54.4974
102.5756,54.4807
102.4592,54.4824
102.3340,54.4701
102.1873,54.4945
102.0735,54.4794
102.0260,54.4632
101.9696,54.4572
101.9653,54.4302
101.9712,54.4098
102.0282,54.3661
102.0201,54.3757
102.0187,54.3938
101.9517,54.3992
101.9042,54.3564
101.8806,54.3215
101.8578,54.2982
101.8151,54.2774
101.7603,54.2730
101.7260,54.2679
101.6795,54.2925
101.6296,54.3096
101.6170,54.3071
101.5728,54.2889
101.5448,54.2557
101.5328,54.2359
101.5236,54.2227
101.5432,54.2309
101.6406,54.1813
101.6931,54.1626
101.7044,54.1345
101.7404,54.1229
101.7489,54.1196
101.7449,54.1016
101.7215,54.1040
101.7062,54.0994
101.7379,54.0768
101.7772,54.0425
101.8640,54.0221
101.9172,53.9716
101.9894,53.9234
102.0633,53.8654
102.0946,53.8279
102.1085,53.7749
102.1682,53.7307
102.1919,53.7138
102.1807,53.7158
102.2279,53.6933
102.2759,53.6847
102.3192,53.6898
102.3212,53.7304
102.3213,53.7427
102.3206,53.7457
102.2990,53.7394
102.3221,53.7324
102.3777,53.7106
102.4033,53.6704
102.4343,53.6397
102.4650,53.6067
102.4507,53.5949
102.4043,53.6103
102.4186,53.6225
102.4238,53.6594
102.4619,53.6679
102.4951,53.6859
102.5331,53.7101
102.4951,53.7471
102.4271,53.7552
102.4180,53.7369
102.3995,53.7433
102.4135,53.7567
102.4500,53.7341
102.5291,53.7018
102.6177,53.6860
102.7061,53.6607
102.8108,53.6539
102.9232,53.6530
102.9772,53.6718
103.0233,53.6895
103.0585,53.7169
103.0761,53.7358
103.0704,53.7179
102.9992,53.6878
102.8916,53.6860
102.8577,53.6813
102.8341,53.6646
102.8022,53.6587
102.8166,53.6649
102.8228,53.6243
102.8385,53.5823
102.8674,53.5521
102.9513,53.5602
102.9975,53.5940
103.0229,53.6403
103.0438,53.6694
103.0532,53.6868
102.9894,53.7230
102.9179,53.7411
102.8736,53.7593
102.8460,53.7623
102.8082,53.7525
102.8523,53.7395
102.8477,53.7685
102.8627,53.7879
102.8850,53.8108
102.8896,53.8273
102.9256,53.8319
102.8919,53.8777
102.8593,53.8862
102.8399,53.8785
102.8372,53.8688
102.8714,53.8899
102.9261,53.8978
102.9684,53.8743
103.0637,53.8389
103.1562,53.7866
103.2610,53.7431
103.3518,53.7435
103.4633,53.7420
103.5685,53.7499
103.6552,53.7836
103.8004,53.7731
103.9235,53.7914
104.0585,53.8145
104.1831,53.8227
104.3469,53.8348
104.4676,53.8680
104.6092,53.9053
104.7045,53.9146
104.7737,53.9175
104.8201,53.9416
104.8489,53.9711
104.8727,53.9692
104.9266,53.9653
104.9938,53.9585
105.1410,53.9733
105.3008,54.0194
105.4223,54.0365
105.5915,54.0492
105.6830,54.0762
105.7738,54.1197
105.8678,54.1608
105.9143,54.2186
105.9605,54.2499
106.0136,54.2543
106.0981,54.2424
106.1596,54.2413
106.2021,54.2208
106.2627,54.2192
106.2992,54.2218
106.3133,54.2540
106.2962,54.2736
106.2506,54.2976
106.2309,54.3315
106.2413,54.3682
